OST=mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws PORT=443 INDEX=kms-index-sop-oz SERVICE=aoss REGION=ap-southeast-1
2026-08-20 06:44:18 | INFO     | app.vectordb.opensearch_client | [5969cc62] [opensearch_client] Searching index: 'kms-index-sop-oz'
2026-08-20 06:44:42 | INFO     | app.graph.nodes.rag_nodes | [5969cc62] [generate_conflict_node] answer: {'description': 'The sources disagree on this point - compare both before proceeding. According to the SOP - EU consignment Transfers, the process for completing FORM-120141 during an EU consignment transfer explicitly states that several of the associated steps (steps 2 through 9) can proceed simultaneously rather than strictly sequentially.', 'header': 'Completing FORM-120141 - EU Consignment Transfer Request Document', 'subheader': 'EU Consignment Transfers Process', 'references': ['SOP - EU consignment Transfers SOP-123693'], 'followupquestions': [], 'steps': [['Steps 2 to 9 can proceed simultaneously'], ['Receiving market Local Market Representative (LMR): Obtain appropriate COA/COC'], ['Receiving market LMR: Complete FORM-120141 - EU Consignment Transfer Request Document (TRD) and request all signatures in MSB together; the relevant Pfizer Entity Quality Authority will be the last to sign after all other signatures have been completed'], ['GCF for the receiving market: Assist completion of TRD and CSR adds all the relevant data in the tracker on PEBV GNOSIS so that the reference number can be obtained and filled in the FORM-120141'], ["GCF for the receiving market: Perform SAP flex routing check (ZPRWB, per relevant Job Aid - EU Consignment Transfer) - if SKU is not MDC green in appropriate routing, open an ICMD ticket to have SKU added to that routing or to solve MDC errors; if a new routing is required, partner code Z925980 should be added to the routing as 'Goods Supplier'"], ['Providing market rep: Request WH to provide detailed packing list including product description, SAP product code, batches, quantity, number of pallets, weights and dimensions of each pallet'], ['Providing market rep: Request date from WH as from when goods will be ready for collection and contact number to provide the transporter'], ['Providing market rep: Request WH to complete and sign FORM-120142 - Pedigree Form for EU Consignment Transfer - the GCF needs this document before they can request pick up & delivery from the freight forwarder'], ['GCF for the receiving market: Perform steps in SAP (per Job Aid - EU Consignment Transfer): MIGO movement out of consignment (movement type 632)']]}
2026-08-20 06:44:42 | INFO     | app.graph.nodes.rag_nodes | [5969cc62] [generate_conflict_node] answeroption: {'description': 'According to the SOP - PEBV market transfers, the process for completing FORM-120141 during a market transfer is presented as a sequential set of steps (1 through the SAP flex routing check step), with no statement that any of these steps can proceed simultaneously. This source also specifies an alternative first step - obtaining the COA/COC or, alternatively, requesting the market to provide a change control document from EQMS.', 'header': 'Completing FORM-120141 - EU Consignment Transfer Request Document', 'subheader': 'PEBV Market Transfers Process', 'references': ['SOP - PEBV market transfers  SOP-139026'], 'followupquestions': [], 'steps': [['Receiving market Local Market Representative (LMR): Obtain appropriate COA/COC or request market to provide change control document from EQMS'], ['Receiving market LMR: Complete FORM-120141 - EU Consignment Transfer Request Document (TRD) and request all signatures in MSB together; the relevant PEBV Quality Authority will be the last to sign after all other signatures have been completed'], ['GCF CSR for the receiving market: Assist completion of TRD and GCF adds all the relevant data in the tracker so that the reference number can be obtained and filled out in the FORM-120141'], ["GCF CSR for the receiving market: Perform SAP flex routing check (ZPRWB, per relevant Job Aid - EU Consignment Transfer) - if SKU is not MDC green in appropriate routing, open an NSMD ticket to have SKU added to that routing or to solve MDC errors; if a new routing is required, partner code Z925980 should be added to the routing as 'Goods Supplier'"]]}
2026-08-20 06:44:42 | INFO     | app.api.routes.chat | [5969cc62] Request completed successfully in 25.31s
INFO:     10.116.90.15:60383 - "POST /agent/v1/orchestrate/chat HTTP/1.1" 200 OK
2026-08-20 07:17:08 | INFO     | app.api.routes.chat | [06235eb0] Received question: 'details for form 7 and plant code details'
2026-08-20 07:17:08 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node] Question received: details for form 7 and plant code details
2026-08-20 07:17:09 | INFO     | botocore.credentials | Found credentials from IAM Role: CUSPFE-S3ListPolicyKMSRole
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [opensearch_client] Calling AWS as identity: Account=892880329963 Arn=arn:aws:sts::892880329963:assumed-role/CUSPFE-S3ListPolicyKMSRole/i-06d7279ee5a63fa0b
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [opensearch_client] Connection settings: HOST=mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws PORT=443 INDEX=kms-index-sop-oz SERVICE=aoss REGION=ap-southeast-1
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [06235eb0] [opensearch_client] Searching index: 'kms-index-sop-oz'
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [06235eb0] [opensearch_client] Hybrid query: knn on field 'embedding' (k=20, vector length=1024) + match on field 'content' (boost=1.0) for question='details for form 7 and plant code details'
2026-08-20 07:17:09 | INFO     | opensearch | POST https://mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws:443/kms-index-sop-oz/_search [status:200 request:0.309s]
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [06235eb0] [opensearch_client] Top score in candidate pool: 7.7024 (use this to calibrate config.MIN_ABSOLUTE_SCORE - NOTE: this is a raw, unbounded score again, not the 0-1 normalized score from the brief normalized-hybrid-search experiment, so any MIN_ABSOLUTE_SCORE value calibrated against that 0-1 scale is no longer valid)
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [06235eb0] [opensearch_client] DIAGNOSTIC - top-level keys actually present on this document: ['document_name', 'metadata', 'section', 'page', 'document_id', 'chunk_id', 'chunk_type', 'content']
2026-08-20 07:17:09 | INFO     | app.vectordb.opensearch_client | [06235eb0] [opensearch_client] Hybrid search returned 10 relevant chunk(s) (of 20 candidate(s) fetched)
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node] Retrieved 10 chunk(s) from OpenSearch
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     1. document='WI - Form 7 Certification - Pakistan' page=3 section='2. Scope' - 'This work instruction is applicable for Covid-19 vaccine (C19V) shipments and conventional shipments being exported from'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     2. document='CD-60346 – JobAid - Create Subcontracting Delivery (ZME2O) GLNS' page=2 section=None - 'Input\n\nInput From To Shipment details (material / quantity / batch ...) SAP GL&NS CSR / Outsourced CSR Vendor and plant '
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     3. document='WI - Form 7 Certification - Pakistan' page=6 section='5.2. Process flow - Form 7 - Ex Belgium to Pakistan' - '[TABLE START] +------+--------------------+-----------------------------------------------------------------------------'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     4. document='How do I install a printer?' page=30 section='Minimal info requirement:' - 'Vendor code/name\n\nMaterial number and description\n\nES Plant\n\nMarket location codes\n\nAnd click the SUBMIT\n\nSUBMIT\n\nExampl'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     5. document='Middle East Bubble' page=5 section='Europe Bubble' - '24 April 2023 16:03\n\nWikipedia:\n\nLink to EU Wiki\n\nBilateral\n\nHow to navigate the Customer Profile (ZCPR):\n\nPlease use th'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     6. document='WI - Inventory Adjustment for blocked back flush for Nagoya' page=7 section='RE: Blocked BF Txn 661534' - 'Key in details as Per ELC Finance Email: Vendor, Receiving Plant(JP08/JP23), Material and Qty & Unit as per quantity in '
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     7. document='WI - Form 7 Certification - Pakistan' page=6 section='5.2. Process flow - Form 7 - Ex Belgium to Pakistan' - 'Step Responsible Description 1 IO VCS/ IO Open the template FORM-114552 - FORM - C19V - Form 7 template CSR SIN (Pakista'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     8. document="1. VCS procedures (SOP's & WI's)" page=16 section='FORM 99635:' - '-Go to Webviewer and search for: "Manual attendance" you will find the most recent version of the form\nthere\n\n-Save it o'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     9. document='20. Fusion' page=1 section='Table of Contents:' - '1. Introduction\n\n2. Contact details\n\n3. Order Creation Process\n\n4. Transport planning process\n\n5. Prenotification and bo'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [retrieve_node]     10. document='JobAid - Identify reservation (ZRES) relevant item' page=9 section='History of Changes' - 'Version History of Changes 3.0 Periodic review Intercompany Operations is replaced by Global Logistics and Network Servi'
2026-08-20 07:17:09 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [detect_conflict_node] Checking for a genuine conflict...
2026-08-20 07:17:13 | INFO     | app.llm.bedrock_client | [06235eb0] [bedrock_client] Claude call took 3.56s, stop_reason='end_turn'
2026-08-20 07:17:13 | INFO     | app.llm.bedrock_client | [06235eb0] [bedrock_client] conflict_detected=False
2026-08-20 07:17:13 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [generate_single_node] Generating single answer...
2026-08-20 07:17:25 | INFO     | app.llm.bedrock_client | [06235eb0] [bedrock_client] Claude call took 11.53s, stop_reason='end_turn'
2026-08-20 07:17:25 | INFO     | app.graph.nodes.rag_nodes | [06235eb0] [generate_single_node] Claude's answer: {'description': 'Form 7 is a Pakistan-specific document required by the Drug Regulatory Authority of Pakistan (DRAP) and Pakistan customs for Covid-19 vaccine (C19V) and conventional shipments exported from Belgium (In Stock out) and Singapore (SRDC) to Pakistan. It must be signed by IO Quality as an additional document (per local Pakistan requirements) in line with the issued Certificate of Compliance (CoC), and this needs to happen prior to GDP release under EU legislation for any shipment where the destination is Pakistan and the Importer of Records (IOR) is Pfizer Pakistan. Form 7 is not required for Donation C19V shipments where the IOR is the Pakistani government, and it cannot be used as a substitute for the CoC. For the Ex-Belgium to Pakistan process flow, the relevant plant code referenced when completing the form is BE45 (PSCY-BE, GEP), which appears when pulling material details (e.g., material F000048567) from SAP transaction MM03 to populate the Form 7 template.', 'header': 'Form 7 Certification - Pakistan', 'subheader': 'Requirements and Plant Code Details', 'references': ['WI - Form 7 Certification - Pakistan SOP-124627'], 'followupquestions': ['What is the full process flow for completing Form 7 for a Belgium-to-Pakistan shipment?', 'How do I find the correct HS code for Field A on Form 7?', 'What are the requirements for Donation C19V shipments to Pakistan?'], 'steps': [['Open the FORM-114552 - FORM - C19V - Form 7 template (Pakistan), performed by IO VCS or IO CSR SIN'], ['In Field A, add the relevant HS code, performed by IO VCS'], ['In Field B, add the product name, which can be found via SAP transaction MM03 (e.g., Material F000048567, Plant BE45 - PSCY-BE, GEP), performed by IO VCS or IO CSR SIN']]}
2026-08-20 07:17:25 | INFO     | app.api.routes.chat | [06235eb0] Request completed successfully in 16.76s
INFO:     10.116.90.15:63437 - "POST /agent/v1/orchestrate/chat HTTP/1.1" 200 OK
2026-08-20 07:18:00 | INFO     | app.api.routes.chat | [90da2d17] Received question: 'details for form 7 and plant code details BE45'
2026-08-20 07:18:00 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node] Question received: details for form 7 and plant code details BE45
2026-08-20 07:18:02 | INFO     | botocore.credentials | Found credentials from IAM Role: CUSPFE-S3ListPolicyKMSRole
2026-08-20 07:18:02 | INFO     | app.vectordb.opensearch_client | [opensearch_client] Calling AWS as identity: Account=892880329963 Arn=arn:aws:sts::892880329963:assumed-role/CUSPFE-S3ListPolicyKMSRole/i-06d7279ee5a63fa0b
2026-08-20 07:18:02 | INFO     | app.vectordb.opensearch_client | [opensearch_client] Connection settings: HOST=mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws PORT=443 INDEX=kms-index-sop-oz SERVICE=aoss REGION=ap-southeast-1
2026-08-20 07:18:02 | INFO     | app.vectordb.opensearch_client | [90da2d17] [opensearch_client] Searching index: 'kms-index-sop-oz'
2026-08-20 07:18:02 | INFO     | app.vectordb.opensearch_client | [90da2d17] [opensearch_client] Hybrid query: knn on field 'embedding' (k=20, vector length=1024) + match on field 'content' (boost=1.0) for question='details for form 7 and plant code details BE45'
2026-08-20 07:18:03 | INFO     | opensearch | POST https://mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws:443/kms-index-sop-oz/_search [status:200 request:0.309s]
2026-08-20 07:18:03 | INFO     | app.vectordb.opensearch_client | [90da2d17] [opensearch_client] Top score in candidate pool: 8.6624 (use this to calibrate config.MIN_ABSOLUTE_SCORE - NOTE: this is a raw, unbounded score again, not the 0-1 normalized score from the brief normalized-hybrid-search experiment, so any MIN_ABSOLUTE_SCORE value calibrated against that 0-1 scale is no longer valid)
2026-08-20 07:18:03 | INFO     | app.vectordb.opensearch_client | [90da2d17] [opensearch_client] DIAGNOSTIC - top-level keys actually present on this document: ['document_name', 'metadata', 'section', 'page', 'document_id', 'chunk_id', 'chunk_type', 'content']
2026-08-20 07:18:03 | INFO     | app.vectordb.opensearch_client | [90da2d17] [opensearch_client] Hybrid search returned 10 relevant chunk(s) (of 20 candidate(s) fetched)
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node] Retrieved 10 chunk(s) from OpenSearch
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     1. document='How do I install a printer?' page=30 section='Minimal info requirement:' - 'Vendor code/name\n\nMaterial number and description\n\nES Plant\n\nMarket location codes\n\nAnd click the SUBMIT\n\nSUBMIT\n\nExampl'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     2. document='WI - Form 7 Certification - Pakistan' page=6 section='5.2. Process flow - Form 7 - Ex Belgium to Pakistan' - '[TABLE START] +------+--------------------+-----------------------------------------------------------------------------'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     3. document='WI - Form 7 Certification - Pakistan' page=6 section='5.2. Process flow - Form 7 - Ex Belgium to Pakistan' - 'Step Responsible Description 1 IO VCS/ IO Open the template FORM-114552 - FORM - C19V - Form 7 template CSR SIN (Pakista'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     4. document='WI - Form 7 Certification - Pakistan' page=3 section='2. Scope' - 'This work instruction is applicable for Covid-19 vaccine (C19V) shipments and conventional shipments being exported from'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     5. document='Jobaid - Manual SO creation Biontech (Commercial and EC archetype)' page=9 section='Process' - 'Step Responsible Instructions Screenshot Role 13 HCL Plant: (to be found in email for commercial Order reason EX All Exp'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     6. document='14. Evening shift essentials' page=8 section='1. Identifying:' - 'There will be 2 error messages on ZPMON when batch release is necessary; first at plant BE85 and the second at plant BE4'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     7. document=' Evening shift essentials' page=8 section='1. Identifying:' - 'There will be 2 error messages on ZPMON when batch release is necessary; first at plant BE85 and the second at plant BE4'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     8. document='Middle East Bubble' page=5 section='Europe Bubble' - '24 April 2023 16:03\n\nWikipedia:\n\nLink to EU Wiki\n\nBilateral\n\nHow to navigate the Customer Profile (ZCPR):\n\nPlease use th'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     9. document='WI - Cross Dock and Stock  in – Stock out  transactions  managed by  Customer Service at  Logistics Center Panama' page=8 section='5. Procedure' - 'Complete 5012019300/2017 MDOC BE45 PSCY-BE (GEP) Transhipm 1004 TRIG GR Goods Receipt Complete 5012019300/2017 MDOC BE45'
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [retrieve_node]     10. document='WI - C19V – VCS Process for shipments to Central America and Caribbean - sales via Pfizer Free Trade Zone Panama (archetype A6)' page=16 section='5. Procedure' - 'CI US91 Mass Mail Integration with Logistyx Carrier: STO OBD INV IBD, GR, UD OBD, Pick, Pack PGI INV BE45 (Manifesting, '
2026-08-20 07:18:03 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [detect_conflict_node] Checking for a genuine conflict...
2026-08-20 07:18:05 | INFO     | app.llm.bedrock_client | [90da2d17] [bedrock_client] Claude call took 1.81s, stop_reason='end_turn'
2026-08-20 07:18:05 | INFO     | app.llm.bedrock_client | [90da2d17] [bedrock_client] conflict_detected=False
2026-08-20 07:18:05 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [generate_single_node] Generating single answer...
2026-08-20 07:18:22 | INFO     | app.llm.bedrock_client | [90da2d17] [bedrock_client] Claude call took 16.99s, stop_reason='end_turn'
2026-08-20 07:18:22 | INFO     | app.graph.nodes.rag_nodes | [90da2d17] [generate_single_node] Claude's answer: {'description': "Form 7 is a document required by the Drug Regulatory Authority of Pakistan (DRAP) and Pakistan customs for Covid-19 vaccine (C19V) and conventional shipments exported from Belgium (In Stock-out) and Singapore SRDC to Pakistan, where Pfizer Pakistan is the Importer of Records. It must be signed by IO Quality as an additional local requirement, in line with the Certificate of Compliance (CoC) issued, and is required before GDP release under EU legislation. Form 7 is not required for donation C19V shipments where the Importer of Records is the Pakistani government, and it cannot replace the CoC. As part of the Form 7 process flow, the plant code BE45 appears when adding the product name in Field B of the template - it corresponds to the Puurs plant, shown in the material master data as 'BE45 PSCY-BE (GEP) Transhipment' for the finished product being certified.", 'header': 'Form 7 Certification - Pakistan', 'subheader': 'Process Flow and Plant BE45 Reference', 'references': ['WI - Form 7 Certification - Pakistan SOP-124627'], 'followupquestions': ['What is the process for finding the correct HS code for Form 7?', 'What is required for a Donation C19V shipment to Pakistan instead of Form 7?'], 'steps': [['Open the Form 7 template (FORM-114552 - FORM - C19V - Form 7 template for Pakistan)'], ['In Field A, add the relevant HS code for the product'], {'In Field B, add the name of the product': [['Look up the product in SAP transaction MM03'], ['Display the material (e.g., finished product F000048567) under Sales: general/plant and Foreign trade export views'], ['Confirm the plant, such as BE45 (PSCY-BE / GEP, Transhipment), associated with the material']]}]}
2026-08-20 07:18:22 | INFO     | app.api.routes.chat | [90da2d17] Request completed successfully in 21.27s
INFO:     10.116.90.15:63446 - "POST /agent/v1/orchestrate/chat HTTP/1.1" 200 OK
2026-08-20 10:22:00 | INFO     | app.api.routes.chat | [05570ebf] Received question: 'What is the maximum weight allowed per pallet in clinical trial shipments?'
2026-08-20 10:22:00 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node] Question received: What is the maximum weight allowed per pallet in clinical trial shipments?
2026-08-20 10:22:01 | INFO     | botocore.credentials | Found credentials from IAM Role: CUSPFE-S3ListPolicyKMSRole
2026-08-20 10:22:02 | INFO     | app.vectordb.opensearch_client | [opensearch_client] Calling AWS as identity: Account=892880329963 Arn=arn:aws:sts::892880329963:assumed-role/CUSPFE-S3ListPolicyKMSRole/i-06d7279ee5a63fa0b
2026-08-20 10:22:02 | INFO     | app.vectordb.opensearch_client | [opensearch_client] Connection settings: HOST=mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws PORT=443 INDEX=kms-index-sop-oz SERVICE=aoss REGION=ap-southeast-1
2026-08-20 10:22:02 | INFO     | app.vectordb.opensearch_client | [05570ebf] [opensearch_client] Searching index: 'kms-index-sop-oz'
2026-08-20 10:22:02 | INFO     | app.vectordb.opensearch_client | [05570ebf] [opensearch_client] Hybrid query: knn on field 'embedding' (k=20, vector length=1024) + match on field 'content' (boost=1.0) for question='What is the maximum weight allowed per pallet in clinical trial shipments?'
2026-08-20 10:22:03 | INFO     | opensearch | POST https://mc9xamsc1uiy9cxgnwt9.aoss.ap-southeast-1.on.aws:443/kms-index-sop-oz/_search [status:200 request:0.745s]
2026-08-20 10:22:03 | INFO     | app.vectordb.opensearch_client | [05570ebf] [opensearch_client] Top score in candidate pool: 9.9071 (use this to calibrate config.MIN_ABSOLUTE_SCORE - NOTE: this is a raw, unbounded score again, not the 0-1 normalized score from the brief normalized-hybrid-search experiment, so any MIN_ABSOLUTE_SCORE value calibrated against that 0-1 scale is no longer valid)
2026-08-20 10:22:03 | INFO     | app.vectordb.opensearch_client | [05570ebf] [opensearch_client] DIAGNOSTIC - top-level keys actually present on this document: ['document_name', 'metadata', 'section', 'page', 'document_id', 'chunk_id', 'chunk_type', 'content']
2026-08-20 10:22:03 | INFO     | app.vectordb.opensearch_client | [05570ebf] [opensearch_client] Hybrid search returned 10 relevant chunk(s) (of 20 candidate(s) fetched)
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node] Retrieved 10 chunk(s) from OpenSearch
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     1. document='WI – Clinical trials order management' page=3 section='2. Scope' - 'This Working Instruction (WI) is applicable to all product types requested from PharmSci in scope below from internal PG'
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     2. document='23. Never Frozen Shipments' page=20 section='LSP3 loads 2 pallets in 1 HPMC' - "6 HPMC's max. in 1 truck 12 pallets per OBD/truck\n\nExample F000063148 (Please check the OBD from Puurs, as the amount of"
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     3. document='WI – Clinical trials order management' page=3 section='2. Scope' - 'Programs governed by the PTx Co-Development Process where commercial API is used in a clinical batch (non commercially a'
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     4. document='WI – Clinical trials order management' page=5 section='4. General Requirements' - "All Pfizer's clinical trial supplies must be handled by PharmSci in collaboration with the manufacturing site, local sup"
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     5. document='WI - Cross Dock and Stock  in – Stock out  transactions  managed by  Customer Service at  Logistics Center Panama' page=14 section='5.5. Export process crossdock: documentation' - 'Complete 5007222420/2014 MDOC PGT-PA Transhipment / LSP ACTY GR010 Release Batch 1 No Action Needed H000003531/H55204 BA'
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     6. document='WI – Clinical trials order management' page=14 section='5. Order Management Procedure' - '5 IO CSR The legal name details should be automatically set in SAP for LE1400. However, it is important to review Sold T'
2026-08-20 10:22:03 | INFO     | app.graph.nodes.rag_nodes | [05570ebf] [retrieve_node]     7. document='WI – Clinical trials order management' page=14 section='5. Order Management Procedure' - '[TABLE START] +---+--------+--+-----------------------------------------+-----------------------------------------------'
